Date,Articles,Terms,Negativ,Positiv
21/08/2006,7,2232,3.136200717,4.614695341
22/08/2006,10,3225,3.286821705,4.310077519
23/08/2006,10,3246,2.957486137,3.635243376
24/08/2006,8,2563,2.809207959,3.706593835
25/08/2006,8,2288,3.103146853,4.458041958
26/08/2006,6,1469,3.880190606,4.288631722
27/08/2006,2,625,2.4,4.96
28/08/2006,8,2600,2.115384615,4.423076923
29/08/2006,10,3171,2.112898139,5.392620624
30/08/2006,7,2236,2.996422182,3.935599284
31/08/2006,12,3806,2.89017341,4.046242775
01/09/2006,5,1490,3.020134228,3.691275168
02/09/2006,6,1452,3.856749311,4.201101928
03/09/2006,2,634,4.574132492,3.154574132
04/09/2006,8,2439,3.15703157,5.002050021
05/09/2006,8,2550,2.039215686,5.098039216
06/09/2006,10,3205,2.808112324,4.024960998
07/09/2006,9,2831,3.426351113,3.885552808
08/09/2006,5,1362,2.276064611,4.625550661
09/09/2006,5,1202,2.412645591,3.660565724
10/09/2006,3,956,2.928870293,4.393305439
11/09/2006,5,1633,2.755664421,4.960195958
12/09/2006,9,2864,2.863128492,4.783519553
13/09/2006,7,2148,3.165735568,4.189944134
14/09/2006,10,3217,3.108486167,4.787068698
15/09/2006,6,1530,3.071895425,4.705882353
16/09/2006,1,245,5.306122449,2.857142857
17/09/2006,3,958,4.384133612,4.279749478
18/09/2006,8,2578,3.219550039,4.266873545
19/09/2006,9,2867,3.557725846,3.418207185
20/09/2006,9,2904,2.926997245,3.891184573
21/09/2006,9,2889,3.322949117,4.222914503
22/09/2006,7,1928,3.475103734,4.668049793
23/09/2006,3,723,2.904564315,4.564315353
24/09/2006,3,966,3.519668737,4.037267081
25/09/2006,6,1986,2.7693857,4.380664653
26/09/2006,9,2856,3.116246499,3.746498599
27/09/2006,11,3509,3.305785124,4.303220291
28/09/2006,9,2940,3.265306122,4.523809524
29/09/2006,5,1265,2.924901186,3.95256917
30/09/2006,4,923,3.141928494,4.008667389
01/10/2006,1,283,4.593639576,8.480565371
02/10/2006,6,1971,2.942668696,4.718417047
03/10/2006,10,3187,2.949482272,5.679322247
04/10/2006,8,2664,2.402402402,5.217717718
05/10/2006,7,2603,3.227045716,3.918555513
06/10/2006,5,1588,3.967254408,3.841309824
07/10/2006,2,632,3.164556962,3.639240506
08/10/2006,3,989,3.53892821,4.044489383
09/10/2006,8,2582,3.485670023,4.182804028
10/10/2006,8,2843,3.79880408,3.974674639
11/10/2006,7,2505,3.193612774,3.952095808
12/10/2006,7,2334,2.699228792,4.798628963
13/10/2006,5,1309,2.521008403,5.576776165
14/10/2006,1,252,2.777777778,2.777777778
15/10/2006,3,887,4.058624577,4.396843292
16/10/2006,7,2205,3.35600907,3.900226757
17/10/2006,11,3548,3.01578354,4.481397971
18/10/2006,7,2214,2.664859982,4.561878952
19/10/2006,8,2636,2.807283763,4.590288316
20/10/2006,8,2289,3.189165574,3.494975972
21/10/2006,1,241,1.659751037,0.829875519
22/10/2006,3,965,3.10880829,4.14507772
23/10/2006,5,1968,3.506097561,5.538617886
24/10/2006,6,2286,2.537182852,5.249343832
25/10/2006,7,2274,2.506596306,4.221635884
26/10/2006,7,3522,2.896081772,3.918228279
27/10/2006,9,2444,1.595744681,4.214402619
28/10/2006,2,470,0.85106383,4.893617021
29/10/2006,3,987,2.938196555,5.369807497
30/10/2006,8,2581,3.138318481,4.106935296
31/10/2006,6,1925,3.948051948,3.688311688
01/11/2006,9,2898,3.03657695,4.106280193
02/11/2006,8,2612,3.139356815,4.019908116
03/11/2006,6,1579,2.976567448,4.243191894
04/11/2006,3,715,3.356643357,4.895104895
05/11/2006,3,1003,3.290129611,4.586241276
06/11/2006,6,1905,3.412073491,5.039370079
07/11/2006,6,1971,2.080162354,5.175038052
08/11/2006,8,2779,2.195034185,3.886290032
09/11/2006,10,3278,3.081147041,3.691275168
10/11/2006,10,3076,3.478543563,3.413524057
11/11/2006,5,1192,3.020134228,3.60738255
12/11/2006,2,686,2.040816327,3.644314869
13/11/2006,6,1916,3.392484342,4.018789144
14/11/2006,8,2625,3.428571429,4.152380952
15/11/2006,8,2557,2.815799765,4.497457959
16/11/2006,5,1622,2.897657213,4.130702836
17/11/2006,7,1769,2.7133974,4.918032787
18/11/2006,4,973,2.774922919,5.138746146
19/11/2006,3,977,1.637666325,3.787103378
20/11/2006,5,1650,3.03030303,4.606060606
21/11/2006,7,2221,2.701485817,4.367402071
22/11/2006,5,1599,2.626641651,4.377736085
23/11/2006,5,1614,2.788104089,4.399008674
24/11/2006,6,1483,3.169251517,3.910991234
25/11/2006,3,726,3.443526171,4.132231405
26/11/2006,3,917,3.380588877,4.362050164
27/11/2006,7,2263,3.049049934,3.800265135
28/11/2006,7,2255,2.66075388,4.87804878
29/11/2006,7,2271,1.981505945,4.799647732
30/11/2006,7,2309,2.252057168,3.984408835
01/12/2006,4,987,2.634245187,3.039513678
02/12/2006,1,174,2.873563218,5.172413793
03/12/2006,3,970,2.989690722,5.051546392
04/12/2006,7,2247,2.625723186,5.20694259
05/12/2006,12,3860,3.031088083,4.507772021
06/12/2006,10,3289,3.010033445,3.526907875
07/12/2006,10,3492,2.634593356,3.894616266
08/12/2006,5,1640,2.682926829,4.817073171
10/12/2006,3,959,2.085505735,5.213764338
11/12/2006,5,1616,2.97029703,3.774752475
12/12/2006,8,2592,3.317901235,4.436728395
13/12/2006,5,1616,2.908415842,5.136138614
14/12/2006,10,3213,2.676626206,4.948646125
15/12/2006,7,1815,2.699724518,4.903581267
16/12/2006,3,706,2.69121813,4.957507082
17/12/2006,4,1327,3.692539563,6.028636021
18/12/2006,4,1335,3.220973783,5.617977528
19/12/2006,6,1895,3.377308707,4.168865435
20/12/2006,3,989,3.033367037,5.055611729
21/12/2006,4,1286,3.576982893,4.743390358
22/12/2006,2,1014,2.169625247,4.536489152
26/12/2006,3,1544,1.295336788,4.598445596
27/12/2006,3,953,2.098635887,2.728226653
28/12/2006,2,990,1.515151515,4.141414141
29/12/2006,2,616,3.246753247,3.084415584
01/01/2007,3,937,4.482390608,3.735325507
02/01/2007,5,1625,2.646153846,4.369230769
03/01/2007,7,2302,3.25803649,4.517810599
04/01/2007,7,2295,3.311546841,4.444444444
05/01/2007,3,1019,2.453385672,2.84592738
06/01/2007,1,323,1.238390093,2.167182663
07/01/2007,3,994,2.816901408,4.426559356
08/01/2007,6,1918,3.023983316,4.275286757
09/01/2007,8,2558,2.853792025,4.456606724
10/01/2007,8,2528,2.689873418,4.944620253
11/01/2007,5,1671,3.411131059,4.009575105
12/01/2007,7,1790,3.687150838,4.245810056
13/01/2007,3,722,5.12465374,4.293628809
14/01/2007,3,952,3.781512605,5.25210084
15/01/2007,5,1624,3.140394089,3.879310345
16/01/2007,6,1939,2.372356885,4.38370294
17/01/2007,8,2531,2.80521533,4.425128408
18/01/2007,6,1925,1.87012987,4.883116883
19/01/2007,5,1612,2.605459057,4.342431762
21/01/2007,3,991,2.421796165,4.742684157
22/01/2007,6,1906,2.833158447,3.620146905
23/01/2007,8,2564,2.613104524,4.212168487
24/01/2007,7,2236,2.996422182,4.069767442
25/01/2007,7,2265,3.178807947,3.53200883
26/01/2007,4,1271,3.068450039,2.911093627
28/01/2007,3,926,2.591792657,4.535637149
29/01/2007,5,1653,3.024803388,6.170598911
30/01/2007,7,2269,3.040987219,4.539444689
31/01/2007,6,1912,3.451882845,3.713389121
01/02/2007,7,2304,3.602430556,3.949652778
02/02/2007,7,2222,3.690369037,4.770477048
03/02/2007,2,639,4.538341158,4.694835681
04/02/2007,3,992,3.931451613,5.947580645
05/02/2007,6,1896,3.481012658,4.324894515
06/02/2007,7,2270,2.68722467,4.933920705
07/02/2007,7,2241,2.543507363,4.32842481
08/02/2007,7,2236,3.264758497,3.980322004
09/02/2007,3,996,3.012048193,2.710843373
11/02/2007,3,991,2.320887992,4.641775984
12/02/2007,5,1624,2.586206897,4.679802956
13/02/2007,7,2258,2.967227635,4.162976085
14/02/2007,8,2753,2.506356702,4.722121322
15/02/2007,5,1623,2.711028959,4.559457794
16/02/2007,4,1329,2.859292701,4.514672686
17/02/2007,1,304,0.986842105,5.263157895
18/02/2007,3,979,3.268641471,3.779366701
19/02/2007,6,1947,2.72213662,4.211607601
20/02/2007,9,2910,2.130584192,4.226804124
21/02/2007,7,2331,2.702702703,4.59030459
22/02/2007,7,1847,2.436383324,4.764482945
23/02/2007,4,1279,3.283815481,4.691164973
25/02/2007,3,943,2.863202545,3.711558855
26/02/2007,6,1950,2.871794872,4.717948718
27/02/2007,7,2191,2.464628024,3.331811958
28/02/2007,8,2527,2.809655718,4.115552038
01/03/2007,6,1960,3.265306122,4.336734694
02/03/2007,5,1607,3.858120722,4.35594275
04/03/2007,3,983,2.644964395,3.357070193
05/03/2007,7,2247,2.581219404,3.382287494
06/03/2007,7,2254,3.238686779,4.658385093
07/03/2007,5,1599,2.814258912,4.69043152
08/03/2007,6,1974,2.684903749,4.30597771
09/03/2007,6,1920,2.65625,4.427083333
10/03/2007,3,955,3.246073298,4.712041885
11/03/2007,2,609,3.119868637,4.761904762
12/03/2007,5,1648,2.123786408,5.218446602
13/03/2007,5,1659,3.556359253,3.435804702
14/03/2007,4,1284,3.894080997,3.660436137
15/03/2007,7,2307,2.687472909,5.114867794
16/03/2007,4,1306,3.36906585,2.679938744
18/03/2007,3,918,3.921568627,5.010893246
19/03/2007,7,2124,3.719397363,3.719397363
20/03/2007,5,1663,3.427540589,5.111244738
21/03/2007,7,2199,3.274215553,4.547521601
22/03/2007,8,2555,3.835616438,4.187866928
23/03/2007,7,2325,2.408602151,4.258064516
24/03/2007,1,328,2.43902439,3.658536585
25/03/2007,2,679,1.76730486,4.860088365
26/03/2007,7,2402,2.622814321,3.788509575
27/03/2007,7,2371,4.217629692,3.500632644
28/03/2007,4,1328,2.710843373,3.012048193
29/03/2007,6,1920,3.489583333,4.375
30/03/2007,3,999,2.202202202,4.604604605
31/03/2007,1,332,2.108433735,3.313253012
01/04/2007,3,994,2.515090543,3.420523139
02/04/2007,6,1982,2.674066599,3.935418769
03/04/2007,6,1920,4.583333333,3.90625
04/04/2007,7,2285,3.369803063,4.376367615
05/04/2007,4,1329,1.956358164,3.987960873
06/04/2007,3,989,1.921132457,5.257836198
07/04/2007,1,330,1.212121212,3.636363636
08/04/2007,3,992,3.427419355,4.939516129
09/04/2007,4,1274,3.375196232,4.474097331
10/04/2007,7,2281,3.112669882,4.384042087
11/04/2007,12,4169,3.118253778,5.253058287
12/04/2007,5,1599,2.626641651,5.190744215
13/04/2007,4,1275,2.666666667,4.156862745
15/04/2007,3,961,2.913631634,4.370447451
16/04/2007,6,1909,2.514405448,3.823991619
17/04/2007,10,3210,2.803738318,3.831775701
18/04/2007,6,1928,2.800829876,4.823651452
19/04/2007,6,1978,3.134479272,4.196157735
20/04/2007,4,1297,2.544333076,4.086353123
21/04/2007,1,312,0.641025641,1.923076923
22/04/2007,3,973,2.672147996,3.699897225
23/04/2007,5,1626,2.767527675,4.120541205
24/04/2007,8,2591,3.280586646,4.013894249
25/04/2007,6,1912,2.824267782,3.974895397
26/04/2007,9,2945,2.920203735,4.346349745
27/04/2007,5,1603,2.05864005,5.053025577
28/04/2007,1,344,2.61627907,3.779069767
29/04/2007,2,656,3.048780488,3.658536585
30/04/2007,4,1313,2.513328256,4.722010663
01/05/2007,7,2294,2.441150828,4.795117698
02/05/2007,10,3221,2.359515678,4.998447687
03/05/2007,5,1646,3.766707169,4.556500608
04/05/2007,5,1517,3.098220171,3.295978906
06/05/2007,3,1070,2.429906542,4.018691589
07/05/2007,6,1965,3.256997455,4.478371501
08/05/2007,8,2561,2.967590785,3.982819211
09/05/2007,11,3519,2.926967889,3.978402955
10/05/2007,9,2959,3.345724907,4.089219331
11/05/2007,8,2634,3.530751708,3.682611997
12/05/2007,2,639,3.755868545,3.129890454
13/05/2007,3,923,3.033586132,4.008667389
14/05/2007,5,1663,3.066746843,4.870715574
15/05/2007,6,1952,2.971311475,4.713114754
16/05/2007,5,1940,3.350515464,3.762886598
17/05/2007,5,1611,2.669149597,3.414028554
18/05/2007,8,2613,2.564102564,3.635667815
19/05/2007,3,1004,3.28685259,3.28685259
20/05/2007,1,316,6.329113924,6.64556962
21/05/2007,8,2658,2.972159518,4.740406321
22/05/2007,8,2600,2.576923077,4.5
23/05/2007,6,1933,2.793585101,4.604242111
24/05/2007,6,1979,3.385548257,3.183425973
25/05/2007,3,984,2.642276423,4.776422764
27/05/2007,3,993,3.726082578,4.43101712
28/05/2007,4,1312,3.125,3.81097561
29/05/2007,5,1650,2.060606061,4.121212121
30/05/2007,8,2610,2.681992337,3.524904215
31/05/2007,10,3241,2.715211355,3.671706263
01/06/2007,6,1929,3.058579575,3.006739243
02/06/2007,3,970,3.092783505,2.577319588
04/06/2007,9,2953,3.318658991,4.740941416
05/06/2007,7,2321,3.274450668,3.489875054
06/06/2007,5,1678,3.098927294,3.15852205
07/06/2007,5,1620,3.395061728,4.62962963
08/06/2007,5,1588,2.896725441,3.14861461
10/06/2007,3,985,4.467005076,4.568527919
11/06/2007,5,1659,3.013863773,4.098854732
12/06/2007,9,2784,3.520114943,3.304597701
13/06/2007,6,1949,3.386351975,3.335043612
14/06/2007,5,1610,2.795031056,4.223602484
15/06/2007,7,2278,1.799824407,4.12642669
16/06/2007,2,646,1.857585139,4.179566563
17/06/2007,1,347,3.170028818,4.034582133
18/06/2007,9,2946,3.530210455,4.514596062
19/06/2007,7,2258,2.34720992,5.004428698
20/06/2007,8,2552,3.173981191,4.192789969
21/06/2007,5,1656,2.475845411,3.200483092
22/06/2007,2,642,3.738317757,4.205607477
23/06/2007,2,641,3.120124805,4.368174727
24/06/2007,2,650,1.538461538,4
25/06/2007,7,2295,2.440087146,4.618736383
26/06/2007,7,2272,3.036971831,4.533450704
27/06/2007,6,1942,3.398558187,4.11946447
28/06/2007,7,2311,3.245348334,3.764604068
29/06/2007,5,1608,3.482587065,2.985074627
01/07/2007,3,975,3.487179487,4.205128205
02/07/2007,5,1628,2.702702703,5.221130221
03/07/2007,8,2545,1.964636542,4.715127701
04/07/2007,11,3532,2.208380521,4.614949037
05/07/2007,7,2261,2.609464839,4.776647501
06/07/2007,8,2612,2.909647779,4.479326187
07/07/2007,1,325,4,2.153846154
08/07/2007,2,1003,3.589232303,5.682951147
09/07/2007,5,1610,3.664596273,3.354037267
10/07/2007,10,3226,3.099814011,4.122752635
11/07/2007,5,1639,2.562538133,5.186089079
12/07/2007,7,2279,2.457218078,4.12461606
13/07/2007,3,995,3.015075377,4.120603015
15/07/2007,3,986,2.535496957,2.535496957
16/07/2007,6,1981,2.826855124,4.139323574
17/07/2007,9,2923,2.634279849,4.481696887
18/07/2007,6,1936,2.737603306,4.23553719
19/07/2007,8,2668,3.898050975,3.823088456
20/07/2007,5,1626,2.890528905,4.366543665
21/07/2007,1,322,3.726708075,5.279503106
22/07/2007,3,1005,2.985074627,4.47761194
23/07/2007,5,1656,1.570048309,4.649758454
24/07/2007,7,2216,2.752707581,5.370036101
25/07/2007,9,3249,3.755001539,3.324099723
26/07/2007,5,1588,3.526448363,3.274559194
27/07/2007,4,1295,3.32046332,4.401544402
29/07/2007,3,980,2.448979592,5.204081633
30/07/2007,7,2292,2.530541012,4.363001745
31/07/2007,7,2255,3.237250554,4.922394678
01/08/2007,5,1624,4.926108374,5.233990148
02/08/2007,6,1959,3.573251659,3.573251659
03/08/2007,4,1340,2.462686567,4.104477612
05/08/2007,2,1026,3.996101365,2.923976608
06/08/2007,5,1643,3.225806452,4.138770542
07/08/2007,6,1852,3.509719222,3.941684665
08/08/2007,4,1270,2.992125984,4.566929134
09/08/2007,6,1982,2.875882947,3.430877901
10/08/2007,4,1302,3.456221198,4.531490015
11/08/2007,1,319,2.507836991,5.015673981
12/08/2007,3,963,3.426791277,5.088265836
13/08/2007,5,1637,3.48197923,3.97067807
14/08/2007,8,2561,3.123779774,3.514252245
15/08/2007,7,2235,4.161073826,4.116331096
16/08/2007,6,1898,3.740779768,4.847207587
17/08/2007,5,1602,3.870162297,4.619225968
19/08/2007,3,991,1.715438951,4.339051463
20/08/2007,7,2207,2.809243317,4.213864975
21/08/2007,6,1905,4.409448819,4.776902887
22/08/2007,6,1953,3.174603175,4.813108039
23/08/2007,8,2598,3.233256351,4.734411085
24/08/2007,5,1601,3.060587133,5.184259838
26/08/2007,3,988,4.149797571,3.846153846
27/08/2007,7,2313,3.631647211,5.274535236
28/08/2007,10,3238,3.304508956,4.014823965
29/08/2007,7,2230,3.452914798,3.3632287
30/08/2007,6,1947,4.468412943,4.160246533
31/08/2007,6,1968,4.115853659,3.150406504
01/09/2007,1,322,5.590062112,3.726708075
02/09/2007,2,665,3.157894737,2.105263158
03/09/2007,7,2322,3.186907838,3.143841516
04/09/2007,13,4191,3.602958721,3.412073491
05/09/2007,9,2955,2.538071066,3.654822335
06/09/2007,10,3245,3.297380586,3.728813559
07/09/2007,5,1629,3.314917127,3.744628607
08/09/2007,3,996,4.317269076,3.714859438
09/09/2007,3,953,2.308499475,3.567681007
10/09/2007,7,2246,2.983081033,4.407836153
11/09/2007,7,2255,3.192904656,3.813747228
12/09/2007,8,2580,3.488372093,4.069767442
13/09/2007,8,2550,3.68627451,3.607843137
14/09/2007,4,1302,3.379416283,3.149001536
16/09/2007,3,1011,3.560830861,4.451038576
17/09/2007,7,2213,2.937189336,4.383190239
18/09/2007,9,2885,3.466204506,4.540727903
19/09/2007,10,3145,4.069952305,4.26073132
20/09/2007,8,2530,3.201581028,4.42687747
21/09/2007,9,2928,3.073770492,4.371584699
22/09/2007,1,316,4.430379747,4.430379747
23/09/2007,3,970,3.608247423,3.81443299
24/09/2007,8,2614,3.175210406,4.169854629
25/09/2007,12,3874,3.717088281,3.691275168
26/09/2007,9,2891,3.286060187,3.839501902
27/09/2007,7,2258,3.144375554,3.941541187
28/09/2007,4,1282,2.418096724,4.056162246
29/09/2007,2,702,3.133903134,5.128205128
30/09/2007,3,977,4.40122825,3.480040942
01/10/2007,6,1915,3.237597911,4.54308094
02/10/2007,9,3005,3.394342762,4.825291181
03/10/2007,9,2967,3.370407819,4.145601618
04/10/2007,8,2555,2.270058708,4.187866928
05/10/2007,5,1601,3.247970019,3.435352904
07/10/2007,3,1007,3.277060576,3.972194638
08/10/2007,5,1615,3.281733746,5.077399381
09/10/2007,12,3960,3.636363636,4.621212121
10/10/2007,10,3221,2.949394598,4.191244955
11/10/2007,10,3125,3.072,4.032
12/10/2007,8,2578,3.374709077,4.266873545
13/10/2007,1,326,3.374233129,3.987730061
14/10/2007,3,1003,3.090727817,3.389830508
15/10/2007,6,1942,2.471678682,4.273944387
16/10/2007,7,2232,3.046594982,3.270609319
17/10/2007,10,3279,3.232692894,3.964623361
18/10/2007,11,3583,3.209600893,4.102707229
19/10/2007,7,2298,3.568320279,4.046997389
21/10/2007,3,1015,2.955665025,3.15270936
22/10/2007,7,2255,2.705099778,4.922394678
23/10/2007,9,2919,2.706406304,4.008221994
24/10/2007,7,2269,2.468047598,4.010577347
25/10/2007,8,2603,2.612370342,4.417979255
26/10/2007,10,3252,2.275522755,4.028290283
27/10/2007,1,340,1.764705882,4.705882353
28/10/2007,4,1282,2.574102964,5.694227769
29/10/2007,8,2648,2.49244713,4.607250755
30/10/2007,5,1676,3.102625298,4.116945107
31/10/2007,11,3530,3.399433428,3.824362606
01/11/2007,7,2289,3.101791175,4.106596767
02/11/2007,7,2277,3.162055336,3.469477383
03/11/2007,2,640,1.875,2.96875
04/11/2007,3,1006,4.671968191,3.479125249
05/11/2007,9,2932,3.819918145,3.990450205
06/11/2007,12,3892,2.749229188,3.597122302
07/11/2007,9,2934,2.897068848,3.646898432
08/11/2007,11,3571,3.752450294,4.004480538
09/11/2007,5,1626,2.82902829,4.05904059
10/11/2007,1,296,2.702702703,4.72972973
11/11/2007,3,1011,3.264094955,3.165182987
12/11/2007,7,2291,2.007856831,4.364906155
13/11/2007,14,4441,2.702094123,4.796217068
14/11/2007,7,2235,3.445190157,3.400447427
15/11/2007,11,3473,3.340051828,3.714367982
16/11/2007,6,1913,2.509147935,3.763721903
17/11/2007,2,660,2.424242424,3.333333333
18/11/2007,3,975,3.282051282,3.794871795
19/11/2007,6,1886,2.969247084,4.453870626
20/11/2007,10,3202,2.717051843,4.684572142
21/11/2007,6,1970,2.639593909,3.401015228
22/11/2007,9,2964,2.834008097,3.238866397
23/11/2007,8,2625,2.780952381,3.428571429
24/11/2007,2,656,2.896341463,4.268292683
25/11/2007,3,989,3.640040445,3.640040445
26/11/2007,7,2265,2.737306843,4.856512141
27/11/2007,11,3523,3.207493613,4.030655691
28/11/2007,14,4477,3.395130668,3.640830914
29/11/2007,10,3149,3.683709114,3.810733566
30/11/2007,6,1998,3.003003003,3.803803804
01/12/2007,2,674,3.412462908,4.747774481
02/12/2007,2,605,3.305785124,3.636363636
03/12/2007,9,2885,3.154246101,3.916811092
04/12/2007,13,4182,3.299856528,3.395504543
05/12/2007,10,3137,3.793433216,2.964615875
06/12/2007,10,3194,3.757044458,3.944896681
07/12/2007,7,2260,2.389380531,4.115044248
08/12/2007,2,639,1.72143975,5.164319249
09/12/2007,3,1022,3.424657534,3.913894325
10/12/2007,4,1338,2.69058296,4.409566517
11/12/2007,11,3575,3.384615385,4.195804196
12/12/2007,9,2844,3.797468354,3.938115331
13/12/2007,8,2577,3.181994567,3.958090803
14/12/2007,6,1956,3.629856851,3.476482618
16/12/2007,3,996,5.020080321,3.915662651
17/12/2007,6,1944,3.858024691,4.681069959
18/12/2007,10,3227,3.749612643,4.462348931
19/12/2007,8,2510,4.38247012,3.466135458
20/12/2007,5,1847,4.547915539,4.060638874
21/12/2007,4,1260,2.301587302,4.761904762
23/12/2007,3,974,3.388090349,4.722792608
26/12/2007,5,1601,2.373516552,3.872579638
27/12/2007,5,1601,3.872579638,3.123048095
28/12/2007,3,946,3.382663848,4.756871036
29/12/2007,2,632,2.53164557,5.221518987
30/12/2007,2,616,3.084415584,4.87012987
01/01/2008,2,607,4.283360791,5.601317957
02/01/2008,9,2981,3.22039584,3.55585374
03/01/2008,10,3499,2.800800229,3.858245213
04/01/2008,10,3211,3.332295235,3.519152912
05/01/2008,3,960,2.708333333,4.0625
06/01/2008,3,964,3.734439834,3.630705394
07/01/2008,8,2620,2.786259542,3.740458015
08/01/2008,13,4227,3.004494914,3.761533002
09/01/2008,14,4510,3.059866962,4.21286031
10/01/2008,12,3907,3.455336575,3.685692347
11/01/2008,8,2580,3.178294574,4.457364341
12/01/2008,4,1306,4.900459418,4.82388974
13/01/2008,3,1057,3.973509934,3.122043519
14/01/2008,10,3252,3.19803198,3.843788438
15/01/2008,16,5081,2.952174769,3.680377878
16/01/2008,12,3884,3.553038105,3.347064882
17/01/2008,13,4254,3.714151387,2.867889046
19/01/2008,5,1626,4.366543665,3.874538745
20/01/2008,3,991,2.724520686,3.834510595
21/01/2008,7,2323,2.755058115,4.218682738
22/01/2008,12,3884,4.196704428,3.759011329
23/01/2008,15,4820,4.107883817,3.423236515
24/01/2008,11,3559,3.652711436,3.287440292
25/01/2008,10,3254,3.995082975,3.31899201
26/01/2008,4,1298,3.389830508,3.389830508
27/01/2008,3,1032,5.03875969,3.488372093
28/01/2008,11,3610,3.019390582,3.434903047
29/01/2008,12,3930,2.544529262,3.816793893
30/01/2008,13,4250,3.035294118,3.811764706
31/01/2008,13,4254,3.149976493,3.408556653
01/02/2008,10,3341,3.112840467,3.831188267
02/02/2008,3,985,3.85786802,3.45177665
03/02/2008,3,1023,2.150537634,5.474095797
04/02/2008,10,3261,3.342532965,4.538485127
05/02/2008,14,4527,4.13077093,4.351667771
06/02/2008,15,4873,3.59121691,4.165811615
07/02/2008,15,4817,3.36308906,4.027402948
08/02/2008,11,3494,3.40583858,3.663423011
09/02/2008,4,1303,3.6838066,3.914044513
10/02/2008,3,1015,3.251231527,4.827586207
11/02/2008,10,3320,3.192771084,3.704819277
12/02/2008,11,3529,3.088693681,3.287050156
13/02/2008,14,4496,3.514234875,3.491992883
14/02/2008,13,4188,3.247373448,3.390639924
15/02/2008,12,3883,2.961627608,3.785732681
16/02/2008,5,1647,2.975106254,3.885853066
17/02/2008,3,980,4.591836735,3.87755102
18/02/2008,11,3601,3.610108303,3.860038878
19/02/2008,13,4222,3.244907627,3.268593084
20/02/2008,12,3981,2.813363477,3.114795278
21/02/2008,15,4956,3.16787732,4.681194512
22/02/2008,11,3564,3.058361392,5.274971942
23/02/2008,3,950,3.368421053,5.368421053
24/02/2008,3,1362,2.716593245,3.524229075
25/02/2008,6,1990,2.311557789,4.32160804
26/02/2008,10,3253,2.920381187,4.15001537
27/02/2008,10,3203,3.184514518,3.715266937
28/02/2008,14,4567,2.955988614,3.744252244
29/02/2008,11,3633,2.807597027,3.853564547
01/03/2008,4,1293,3.016241299,3.712296984
02/03/2008,2,682,2.052785924,3.225806452
03/03/2008,7,2323,2.066293586,3.572965992
04/03/2008,12,3942,2.68899036,3.424657534
05/03/2008,12,3855,3.190661479,3.294422827
06/03/2008,11,3524,2.695800227,3.944381385
07/03/2008,9,2971,2.692696062,3.433187479
08/03/2008,4,1326,3.770739065,3.46907994
10/03/2008,9,2949,2.950152594,3.357070193
11/03/2008,13,4235,3.282172373,3.636363636
12/03/2008,12,3926,3.107488538,3.515028018
13/03/2008,13,4250,3.294117647,3.552941176
14/03/2008,7,2241,4.417670683,4.239178938
15/03/2008,1,321,3.115264798,5.919003115
16/03/2008,3,964,2.178423237,4.356846473
17/03/2008,8,2573,2.914885348,4.391760591
18/03/2008,13,4291,3.285947332,3.682125379
19/03/2008,13,4270,3.583138173,3.489461358
20/03/2008,9,2901,2.964495002,4.446742503
21/03/2008,1,313,3.514376997,5.111821086
22/03/2008,3,946,3.276955603,5.285412262
24/03/2008,8,2632,3.647416413,3.53343465
25/03/2008,8,2619,3.207331042,3.856433753
26/03/2008,12,3888,3.240740741,4.192386831
27/03/2008,12,3953,2.909182899,4.831773337
28/03/2008,8,2605,3.531669866,4.52975048
29/03/2008,3,1003,4.586241276,3.190428714
30/03/2008,3,1021,3.525954946,4.211557297
31/03/2008,8,2601,2.883506344,4.344482891
01/04/2008,13,4305,3.112659698,3.948896632
02/04/2008,11,3586,3.262688232,3.569436698
03/04/2008,12,4048,3.162055336,3.903162055
04/04/2008,11,3696,2.624458874,3.841991342
05/04/2008,3,942,2.229299363,4.564755839
06/04/2008,2,691,5.933429812,4.77568741
07/04/2008,9,3109,3.634609199,4.14924413
08/04/2008,14,4703,3.104401446,4.25260472
09/04/2008,11,3692,2.546045504,3.954496208
10/04/2008,13,4371,2.768245253,4.049416609
11/04/2008,12,4106,2.630297126,4.262055528
12/04/2008,3,989,2.224469161,4.347826087
13/04/2008,3,1028,2.821011673,3.404669261
14/04/2008,8,2677,2.876354128,2.801643631
15/04/2008,11,3689,2.764976959,3.795066414
16/04/2008,11,3675,3.020408163,3.836734694
17/04/2008,13,4272,3.487827715,3.417602996
18/04/2008,10,3516,3.555176337,3.640500569
20/04/2008,1,324,2.469135802,3.703703704
22/04/2008,11,3737,3.157613059,4.789938453
23/04/2008,12,4076,3.06673209,4.538763494
24/04/2008,12,4055,3.033292232,3.896424168
25/04/2008,11,3493,3.149155454,4.122530776
26/04/2008,2,658,2.887537994,2.431610942
27/04/2008,3,1011,3.461918892,2.868447082
28/04/2008,6,1967,3.457041179,4.117946111
29/04/2008,8,2764,3.039073806,3.979739508
30/04/2008,11,3698,3.217955652,4.05624662
01/05/2008,10,3351,2.834974634,4.774694121
02/05/2008,11,3951,3.138445963,3.897747406
03/05/2008,4,1117,3.581020591,3.222918532
04/05/2008,2,757,2.50990753,4.227212682
05/05/2008,6,1972,2.99188641,4.310344828
